,Nome,Turno,Modalidade,Mínimo,Máximo
63,ARQUIVOLOGIA,Noturno,3.2,"580,56","606,86"
64,ARQUIVOLOGIA,Noturno,4.2,"620,66","655,02"
65,ARQUIVOLOGIA,Noturno,"Amplaconcorrência","622,50","754,48"
66,BIBLIOTECONOMIA,Matutino,1.1,"469,46","469,46"
67,BIBLIOTECONOMIA,Matutino,1.2,"582,04","637,26"
68,BIBLIOTECONOMIA,Matutino,2.2,"615,68","668,86"
69,BIBLIOTECONOMIA,Matutino,3.1,"491,76","491,76"
70,BIBLIOTECONOMIA,Matutino,3.2,"577,70","680,54"
71,BIBLIOTECONOMIA,Matutino,4.1,"627,12","627,12"
72,BIBLIOTECONOMIA,Matutino,4.2,"622,42","673,46"
73,BIBLIOTECONOMIA,Matutino,"Amplaconcorrência","636,30","730,80"
74,BIBLIOTECONOMIA,Noturno,1.1,"463,20","463,20"
75,BIBLIOTECONOMIA,Noturno,1.2,"594,12","640,36"
76,BIBLIOTECONOMIA,Noturno,2.2,"608,12","647,26"
77,BIBLIOTECONOMIA,Noturno,3.1,"585,06","585,06"
78,BIBLIOTECONOMIA,Noturno,3.2,"594,72","613,64"
79,BIBLIOTECONOMIA,Noturno,4.2,"622,68","667,10"
80,BIBLIOTECONOMIA,Noturno,"Amplaconcorrência","621,36","705,52"
81,BIOMEDICINA,Noturno,1.1,"646,42","646,42"
82,BIOMEDICINA,Noturno,1.2,"702,76","725,42"
83,BIOMEDICINA,Noturno,2.2,"754,98","765,82"
84,BIOMEDICINA,Noturno,3.2,"692,68","718,68"
85,BIOMEDICINA,Noturno,4.2,"749,18","761,78"
86,BIOMEDICINA,Noturno,"Amplaconcorrência","764,44","785,26"
87,CIÊNCIA DA COMPUTAÇÃO,Matutino,1.1,"458,64","458,64"
88,CIÊNCIA DA COMPUTAÇÃO,Matutino,1.2,"684,66","720,62"
89,CIÊNCIA DA COMPUTAÇÃO,Matutino,2.1,"651,44","651,44"
90,CIÊNCIA DA COMPUTAÇÃO,Matutino,2.2,"727,48","770,50"
91,CIÊNCIA DA COMPUTAÇÃO,Matutino,3.1,"559,68","559,68"
92,CIÊNCIA DA COMPUTAÇÃO,Matutino,3.2,"712,76","754,92"
93,CIÊNCIA DA COMPUTAÇÃO,Matutino,4.1,"748,40","748,40"
94,CIÊNCIA DA COMPUTAÇÃO,Matutino,4.2,"766,76","789,68"
95,CIÊNCIA DA COMPUTAÇÃO,Matutino,"Amplaconcorrência","774,30","818,28"
96,CIÊNCIAS ATUARIAIS,Matutino,1.2,"592,94","605,60"
97,CIÊNCIAS ATUARIAIS,Matutino,2.2,"670,46","696,42"
98,CIÊNCIAS ATUARIAIS,Matutino,3.2,"608,10","685,08"
99,CIÊNCIAS ATUARIAIS,Matutino,4.2,"685,58","688,70"
100,CIÊNCIAS ATUARIAIS,Matutino,"Amplaconcorrência","700,02","743,20"
101,CIÊNCIAS BIOLÓGICAS,Matutino,1.1,"529,74","529,74"
102,CIÊNCIAS BIOLÓGICAS,Matutino,1.2,"638,14","667,52"
103,CIÊNCIAS BIOLÓGICAS,Matutino,2.1,"573,54","573,54"
104,CIÊNCIAS BIOLÓGICAS,Matutino,2.2,"685,72","715,64"
105,CIÊNCIAS BIOLÓGICAS,Matutino,3.1,"542,56","542,56"
106,CIÊNCIAS BIOLÓGICAS,Matutino,3.2,"645,56","714,32"
107,CIÊNCIAS BIOLÓGICAS,Matutino,4.1,"662,30","662,30"
108,CIÊNCIAS BIOLÓGICAS,Matutino,4.2,"717,26","749,72"
109,CIÊNCIAS BIOLÓGICAS,Matutino,"Amplaconcorrência","724,24","801,20"
110,CIÊNCIAS BIOLÓGICAS,Noturno,1.1,"650,76","650,76"
111,CIÊNCIAS BIOLÓGICAS,Noturno,1.2,"628,42","687,06"
112,CIÊNCIAS BIOLÓGICAS,Noturno,2.1,"538,50","538,50"
113,CIÊNCIAS BIOLÓGICAS,Noturno,2.2,"674,98","697,22"
114,CIÊNCIAS BIOLÓGICAS,Noturno,3.1,"611,10","611,10"
115,CIÊNCIAS BIOLÓGICAS,Noturno,3.2,"622,04","681,66"
116,CIÊNCIAS BIOLÓGICAS,Noturno,4.1,"561,20","561,20"
117,CIÊNCIAS BIOLÓGICAS,Noturno,4.2,"704,68","740,98"
118,CIÊNCIAS BIOLÓGICAS,Noturno,"Amplaconcorrência","697,32","765,82"
119,CIÊNCIAS CONTÁBEIS,Noturno,1.1,"519,52","519,52"
120,CIÊNCIAS CONTÁBEIS,Noturno,1.2,"637,78","716,62"
121,CIÊNCIAS CONTÁBEIS,Noturno,2.1,"596,04","596,04"
122,CIÊNCIAS CONTÁBEIS,Noturno,2.2,"671,40","707,86"
123,CIÊNCIAS CONTÁBEIS,Noturno,3.1,"610,24","610,24"
124,CIÊNCIAS CONTÁBEIS,Noturno,3.2,"646,24","731,20"
125,CIÊNCIAS CONTÁBEIS,Noturno,4.1,"630,58","630,58"
126,CIÊNCIAS CONTÁBEIS,Noturno,4.2,"704,30","724,78"
127,CIÊNCIAS CONTÁBEIS,Noturno,"Amplaconcorrência","699,56","740,32"
128,CIÊNCIAS DO ESTADO,Vespertino,1.2,"606,46","679,64"
129,CIÊNCIAS DO ESTADO,Vespertino,2.1,"454,12","454,12"
130,CIÊNCIAS DO ESTADO,Vespertino,2.2,"672,80","708,00"
131,CIÊNCIAS DO ESTADO,Vespertino,3.1,"513,38","513,38"
132,CIÊNCIAS DO ESTADO,Vespertino,3.2,"618,62","646,88"
133,CIÊNCIAS DO ESTADO,Vespertino,4.2,"687,14","716,20"
134,CIÊNCIAS DO ESTADO,Vespertino,"Amplaconcorrência","693,26","742,40"
135,CIÊNCIAS ECONÔMICAS,Matutino,1.2,"657,24","679,20"
136,CIÊNCIAS ECONÔMICAS,Matutino,2.1,"662,32","662,32"
137,CIÊNCIAS ECONÔMICAS,Matutino,2.2,"696,60","760,18"
138,CIÊNCIAS ECONÔMICAS,Matutino,3.2,"675,08","719,94"
139,CIÊNCIAS ECONÔMICAS,Matutino,4.2,"725,58","745,20"
140,CIÊNCIAS ECONÔMICAS,Matutino,"Amplaconcorrência","754,28","808,44"
141,CIÊNCIAS SOCIAIS,Matutino,1.1,"522,84","522,84"
142,CIÊNCIAS SOCIAIS,Matutino,1.2,"607,42","657,02"
143,CIÊNCIAS SOCIAIS,Matutino,2.1,"579,62","579,62"
144,CIÊNCIAS SOCIAIS,Matutino,2.2,"648,20","704,34"
145,CIÊNCIAS SOCIAIS,Matutino,3.1,"551,48","551,48"
146,CIÊNCIAS SOCIAIS,Matutino,3.2,"626,40","674,36"
147,CIÊNCIAS SOCIAIS,Matutino,4.1,"544,78","544,78"
148,CIÊNCIAS SOCIAIS,Matutino,4.2,"682,94","737,00"
149,CIÊNCIAS SOCIAIS,Matutino,"Amplaconcorrência","690,82","789,76"
150,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.1,"483,34","483,34"
151,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.2,"618,80","669,34"
152,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.1,"511,20","511,20"
153,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.2,"627,74","674,06"
154,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.2,"606,26","649,86"
155,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,4.2,"645,32","656,68"
156,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,"Amplaconcorrência","666,42","740,58"
157,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,1.2,"597,98","610,50"
158,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,2.2,"630,74","692,96"
159,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,3.2,"616,14","633,68"
160,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,4.2,"655,04","663,48"
161,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,"Amplaconcorrência","669,98","742,98"
162,CONTROLADORIA E FINANÇAS,Matutino,1.2,"631,10","654,68"
163,CONTROLADORIA E FINANÇAS,Matutino,2.2,"671,00","704,28"
164,CONTROLADORIA E FINANÇAS,Matutino,3.2,"637,72","682,14"
165,CONTROLADORIA E FINANÇAS,Matutino,4.2,"698,28","718,90"
166,CONTROLADORIA E FINANÇAS,Matutino,"Amplaconcorrência","712,50","751,24"
167,DESIGN,Noturno,1.2,"652,32","701,78"
168,DESIGN,Noturno,2.1,"500,70","500,70"
169,DESIGN,Noturno,2.2,"700,60","714,34"
170,DESIGN,Noturno,3.1,"544,14","544,14"
171,DESIGN,Noturno,3.2,"653,76","701,44"
172,DESIGN,Noturno,4.1,"608,50","608,50"
173,DESIGN,Noturno,4.2,"721,90","754,02"
174,DESIGN,Noturno,"Amplaconcorrência","724,96","799,10"
175,DIREITO,Matutino,1.1,"602,54","625,82"
176,DIREITO,Matutino,1.2,"676,88","712,58"
177,DIREITO,Matutino,2.1,"646,26","684,74"
178,DIREITO,Matutino,2.2,"717,36","746,02"
179,DIREITO,Matutino,3.1,"591,50","610,56"
180,DIREITO,Matutino,3.2,"691,64","738,70"
181,DIREITO,Matutino,4.1,"706,04","714,62"
182,DIREITO,Matutino,4.2,"746,32","780,20"
183,DIREITO,Matutino,"Amplaconcorrência","769,68","832,12"
184,DIREITO,Noturno,1.1,"571,98","630,70"
185,DIREITO,Noturno,1.2,"670,80","730,12"
186,DIREITO,Noturno,2.1,"615,54","645,44"
187,DIREITO,Noturno,2.2,"704,10","735,38"
188,DIREITO,Noturno,3.1,"604,02","667,18"
189,DIREITO,Noturno,3.2,"685,10","732,18"
190,DIREITO,Noturno,4.1,"657,74","690,44"
191,DIREITO,Noturno,4.2,"738,44","760,60"
192,DIREITO,Noturno,"Amplaconcorrência","755,18","789,08"
193,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.1,"548,66","548,66"
194,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.2,"602,76","656,58"
195,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.1,"577,20","577,20"
196,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.2,"657,90","680,94"
197,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.1,"500,74","500,74"
198,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.2,"618,98","646,54"
199,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.1,"517,60","517,60"
200,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.2,"674,96","702,84"
201,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,"Amplaconcorrência","694,34","755,78"
202,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.1,"475,20","475,20"
203,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.2,"605,36","610,62"
204,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,2.2,"674,82","684,04"
205,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.1,"502,38","502,38"
206,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.2,"628,64","652,38"
207,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,4.2,"681,40","695,60"
208,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,"Amplaconcorrência","689,92","720,42"
209,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.2,"600,56","626,18"
210,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.1,"408,50","408,50"
211,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.2,"644,62","657,88"
212,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.2,"606,38","645,16"
213,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.1,"483,12","483,12"
214,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.2,"660,82","691,10"
215,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,"Amplaconcorrência","663,22","706,88"
216,ENFERMAGEM,Matutino,1.1,"547,28","547,28"
217,ENFERMAGEM,Matutino,1.2,"671,46","703,02"
218,ENFERMAGEM,Matutino,2.1,"675,78","675,78"
219,ENFERMAGEM,Matutino,2.2,"712,68","731,28"
220,ENFERMAGEM,Matutino,3.1,"602,80","602,80"
221,ENFERMAGEM,Matutino,3.2,"678,36","705,78"
222,ENFERMAGEM,Matutino,4.1,"653,26","653,26"
223,ENFERMAGEM,Matutino,4.2,"718,78","744,40"
224,ENFERMAGEM,Matutino,"Amplaconcorrência","727,30","782,52"
225,ENGENHARIA AEROESPACIAL,Matutino,1.1,"517,96","517,96"
226,ENGENHARIA AEROESPACIAL,Matutino,1.2,"680,12","737,60"
227,ENGENHARIA AEROESPACIAL,Matutino,2.1,"617,82","617,82"
228,ENGENHARIA AEROESPACIAL,Matutino,2.2,"744,26","774,36"
229,ENGENHARIA AEROESPACIAL,Matutino,3.1,"487,48","487,48"
230,ENGENHARIA AEROESPACIAL,Matutino,3.2,"704,84","743,06"
231,ENGENHARIA AEROESPACIAL,Matutino,4.2,"775,56","788,76"
232,ENGENHARIA AEROESPACIAL,Matutino,"Amplaconcorrência","782,30","819,56"
233,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.1,"476,82","476,82"
234,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.2,"575,56","600,68"
235,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,2.2,"610,20","617,96"
236,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.2,"593,60","606,80"
237,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,4.2,"640,44","654,20"
238,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,"Amplaconcorrência","637,64","723,40"
239,ENGENHARIA AMBIENTAL,Matutino,1.2,"623,72","689,10"
240,ENGENHARIA AMBIENTAL,Matutino,2.1,"484,68","484,68"
241,ENGENHARIA AMBIENTAL,Matutino,2.2,"674,46","697,46"
242,ENGENHARIA AMBIENTAL,Matutino,3.2,"655,92","725,72"
243,ENGENHARIA AMBIENTAL,Matutino,4.2,"716,90","751,56"
244,ENGENHARIA AMBIENTAL,Matutino,"Amplaconcorrência","720,54","762,90"
245,ENGENHARIA CIVIL,Matutino,1.1,"300,08","441,98"
246,ENGENHARIA CIVIL,Matutino,1.2,"633,34","690,02"
247,ENGENHARIA CIVIL,Matutino,2.1,"447,78","604,16"
248,ENGENHARIA CIVIL,Matutino,2.2,"684,72","739,02"
249,ENGENHARIA CIVIL,Matutino,3.1,"457,20","586,84"
250,ENGENHARIA CIVIL,Matutino,3.2,"641,98","693,30"
251,ENGENHARIA CIVIL,Matutino,4.1,"585,12","602,70"
252,ENGENHARIA CIVIL,Matutino,4.2,"711,50","754,68"
253,ENGENHARIA CIVIL,Matutino,"Amplaconcorrência","723,80","789,04"
254,ENGENHARIA DE ALIMENTOS,Matutino,1.2,"583,02","639,36"
255,ENGENHARIA DE ALIMENTOS,Matutino,2.2,"606,04","640,72"
256,ENGENHARIA DE ALIMENTOS,Matutino,3.1,"596,62","596,62"
257,ENGENHARIA DE ALIMENTOS,Matutino,3.2,"585,62","611,76"
258,ENGENHARIA DE ALIMENTOS,Matutino,4.2,"619,04","644,08"
259,ENGENHARIA DE ALIMENTOS,Matutino,"Amplaconcorrência","643,02","707,04"
260,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.2,"643,52","693,02"
261,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.2,"710,62","728,62"
262,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,3.2,"657,06","708,92"
263,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.1,"610,32","610,32"
264,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.2,"724,26","761,20"
265,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,"Amplaconcorrência","741,76","788,98"
266,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.2,"669,78","734,02"
267,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.1,"511,98","511,98"
268,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.2,"705,12","717,32"
269,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.1,"468,90","468,90"
270,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.2,"677,48","726,78"
271,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,4.2,"723,10","760,16"
272,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,"Amplaconcorrência","728,14","768,30"
273,ENGENHARIA DE MINAS,Matutino,1.2,"596,38","633,74"
274,ENGENHARIA DE MINAS,Matutino,2.1,"580,00","580,00"
275,ENGENHARIA DE MINAS,Matutino,2.2,"669,98","679,12"
276,ENGENHARIA DE MINAS,Matutino,3.2,"627,68","681,10"
277,ENGENHARIA DE MINAS,Matutino,4.2,"707,02","727,14"
278,ENGENHARIA DE MINAS,Matutino,"Amplaconcorrência","692,88","752,44"
279,ENGENHARIA DE PRODUÇÃO,Matutino,1.2,"620,20","683,74"
280,ENGENHARIA DE PRODUÇÃO,Matutino,2.1,"523,04","523,04"
281,ENGENHARIA DE PRODUÇÃO,Matutino,2.2,"694,26","733,38"
282,ENGENHARIA DE PRODUÇÃO,Matutino,3.1,"568,12","568,12"
283,ENGENHARIA DE PRODUÇÃO,Matutino,3.2,"656,58","699,54"
284,ENGENHARIA DE PRODUÇÃO,Matutino,4.2,"715,96","742,72"
285,ENGENHARIA DE PRODUÇÃO,Matutino,"Amplaconcorrência","746,40","810,08"
286,ENGENHARIA DE SISTEMAS,Noturno,1.1,"449,40","449,40"
287,ENGENHARIA DE SISTEMAS,Noturno,1.2,"662,28","681,80"
288,ENGENHARIA DE SISTEMAS,Noturno,2.1,"614,74","614,74"
289,ENGENHARIA DE SISTEMAS,Noturno,2.2,"713,08","725,06"
290,ENGENHARIA DE SISTEMAS,Noturno,3.2,"672,78","703,36"
291,ENGENHARIA DE SISTEMAS,Noturno,4.2,"732,78","740,18"
292,ENGENHARIA DE SISTEMAS,Noturno,"Amplaconcorrência","734,52","770,42"
293,ENGENHARIA ELÉTRICA,Matutino,1.2,"646,42","691,20"
294,ENGENHARIA ELÉTRICA,Matutino,2.2,"699,16","729,02"
295,ENGENHARIA ELÉTRICA,Matutino,3.2,"672,58","745,58"
296,ENGENHARIA ELÉTRICA,Matutino,4.1,"559,36","559,36"
297,ENGENHARIA ELÉTRICA,Matutino,4.2,"735,70","775,44"
298,ENGENHARIA ELÉTRICA,Matutino,"Amplaconcorrência","745,50","811,02"
299,ENGENHARIA FLORESTAL,Matutino,1.2,"565,04","571,92"
300,ENGENHARIA FLORESTAL,Matutino,2.2,"609,76","660,24"
301,ENGENHARIA FLORESTAL,Matutino,3.2,"571,30","609,00"
302,ENGENHARIA FLORESTAL,Matutino,4.2,"642,74","691,58"
303,ENGENHARIA FLORESTAL,Matutino,"Amplaconcorrência","621,66","688,26"
304,ENGENHARIA MECÂNICA,Matutino,1.2,"637,46","693,76"
305,ENGENHARIA MECÂNICA,Matutino,2.1,"477,22","477,22"
306,ENGENHARIA MECÂNICA,Matutino,2.2,"693,56","727,80"
307,ENGENHARIA MECÂNICA,Matutino,3.1,"429,00","429,00"
308,ENGENHARIA MECÂNICA,Matutino,3.2,"666,92","742,50"
309,ENGENHARIA MECÂNICA,Matutino,4.1,"637,66","637,66"
310,ENGENHARIA MECÂNICA,Matutino,4.2,"722,04","743,96"
311,ENGENHARIA MECÂNICA,Matutino,"Amplaconcorrência","757,18","806,56"
312,ENGENHARIA MECÂNICA,Noturno,1.1,"539,42","539,42"
313,ENGENHARIA MECÂNICA,Noturno,1.2,"635,30","680,02"
314,ENGENHARIA MECÂNICA,Noturno,2.1,"600,60","600,60"
315,ENGENHARIA MECÂNICA,Noturno,2.2,"690,80","721,34"
316,ENGENHARIA MECÂNICA,Noturno,3.1,"549,30","549,30"
317,ENGENHARIA MECÂNICA,Noturno,3.2,"670,58","742,58"
318,ENGENHARIA MECÂNICA,Noturno,4.1,"637,32","637,32"
319,ENGENHARIA MECÂNICA,Noturno,4.2,"718,14","734,42"
320,ENGENHARIA MECÂNICA,Noturno,"Amplaconcorrência","731,74","766,58"
321,ENGENHARIA METALÚRGICA,Matutino,1.2,"593,62","654,98"
322,ENGENHARIA METALÚRGICA,Matutino,2.2,"650,18","678,44"
323,ENGENHARIA METALÚRGICA,Matutino,3.2,"607,72","650,44"
324,ENGENHARIA METALÚRGICA,Matutino,4.2,"675,64","731,46"
325,ENGENHARIA METALÚRGICA,Matutino,"Amplaconcorrência","696,18","759,48"
326,ENGENHARIA QUÍMICA,Matutino,1.2,"648,66","703,82"
327,ENGENHARIA QUÍMICA,Matutino,2.2,"721,06","753,04"
328,ENGENHARIA QUÍMICA,Matutino,3.2,"674,16","740,84"
329,ENGENHARIA QUÍMICA,Matutino,4.1,"687,62","687,62"
330,ENGENHARIA QUÍMICA,Matutino,4.2,"762,92","778,24"
331,ENGENHARIA QUÍMICA,Matutino,"Amplaconcorrência","767,06","827,48"
332,ESTATÍSTICA,Matutino,1.2,"588,48","624,86"
333,ESTATÍSTICA,Matutino,2.2,"668,54","724,34"
334,ESTATÍSTICA,Matutino,3.2,"614,76","672,64"
335,ESTATÍSTICA,Matutino,4.2,"688,74","717,54"
336,ESTATÍSTICA,Matutino,"Amplaconcorrência","705,16","797,22"
337,FARMÁCIA,Matutino,1.1,"496,20","576,56"
338,FARMÁCIA,Matutino,1.2,"646,14","684,90"
339,FARMÁCIA,Matutino,2.1,"458,12","458,12"
340,FARMÁCIA,Matutino,2.2,"691,74","737,12"
341,FARMÁCIA,Matutino,3.1,"504,28","538,46"
342,FARMÁCIA,Matutino,3.2,"661,98","727,16"
343,FARMÁCIA,Matutino,4.1,"669,46","669,46"
344,FARMÁCIA,Matutino,4.2,"717,82","792,74"
345,FARMÁCIA,Matutino,"Amplaconcorrência","722,84","799,12"
346,FARMÁCIA,Noturno,1.2,"653,92","725,30"
347,FARMÁCIA,Noturno,2.1,"495,48","495,48"
348,FARMÁCIA,Noturno,2.2,"693,24","706,88"
349,FARMÁCIA,Noturno,3.1,"547,88","547,88"
350,FARMÁCIA,Noturno,3.2,"647,40","691,52"
351,FARMÁCIA,Noturno,4.1,"558,30","558,30"
352,FARMÁCIA,Noturno,4.2,"708,80","748,48"
353,FARMÁCIA,Noturno,"Amplaconcorrência","711,04","756,58"
354,FILOSOFIA,Matutino,1.1,"383,90","383,90"
355,FILOSOFIA,Matutino,1.2,"596,72","666,20"
356,FILOSOFIA,Matutino,2.2,"637,84","674,48"
357,FILOSOFIA,Matutino,3.1,"631,12","631,12"
358,FILOSOFIA,Matutino,3.2,"623,94","656,88"
359,FILOSOFIA,Matutino,4.2,"679,78","734,86"
360,FILOSOFIA,Matutino,"Amplaconcorrência","694,84","773,16"
361,FILOSOFIA,Noturno,1.1,"461,60","461,60"
362,FILOSOFIA,Noturno,1.2,"589,74","656,00"
