,Nome,Turno,Modalidade,Mínimo,Máximo
61,ARQUITETURA E URBANISMO,Noturno,"Amplaconcorrência","740,26","783,20"
62,ARQUIVOLOGIA,Noturno,1.2,"597,32","607,50"
63,ARQUIVOLOGIA,Noturno,2.2,"610,26","623,56"
64,ARQUIVOLOGIA,Noturno,3.2,"599,76","613,22"
65,ARQUIVOLOGIA,Noturno,4.2,"612,50","637,90"
66,ARQUIVOLOGIA,Noturno,"Amplaconcorrência","619,24","744,62"
67,BIBLIOTECONOMIA,Matutino,1.1,"480,78","480,78"
68,BIBLIOTECONOMIA,Matutino,1.2,"590,54","663,94"
69,BIBLIOTECONOMIA,Matutino,2.1,"464,84","464,84"
70,BIBLIOTECONOMIA,Matutino,2.2,"610,02","663,58"
71,BIBLIOTECONOMIA,Matutino,3.1,"567,20","567,20"
72,BIBLIOTECONOMIA,Matutino,3.2,"593,62","679,90"
73,BIBLIOTECONOMIA,Matutino,4.1,"461,72","461,72"
74,BIBLIOTECONOMIA,Matutino,4.2,"618,86","648,80"
75,BIBLIOTECONOMIA,Matutino,"Amplaconcorrência","615,96","723,30"
76,BIBLIOTECONOMIA,Noturno,1.1,"398,70","398,70"
77,BIBLIOTECONOMIA,Noturno,1.2,"604,22","658,84"
78,BIBLIOTECONOMIA,Noturno,2.2,"613,58","631,52"
79,BIBLIOTECONOMIA,Noturno,3.1,"367,00","367,00"
80,BIBLIOTECONOMIA,Noturno,3.2,"607,98","653,16"
81,BIBLIOTECONOMIA,Noturno,4.2,"622,84","669,84"
82,BIBLIOTECONOMIA,Noturno,"Amplaconcorrência","631,40","697,88"
83,BIOMEDICINA,Noturno,1.1,"569,66","569,66"
84,BIOMEDICINA,Noturno,1.2,"701,72","714,44"
85,BIOMEDICINA,Noturno,2.2,"740,68","757,04"
86,BIOMEDICINA,Noturno,3.1,"610,82","610,82"
87,BIOMEDICINA,Noturno,3.2,"707,00","730,94"
88,BIOMEDICINA,Noturno,4.2,"748,46","770,52"
89,BIOMEDICINA,Noturno,"Amplaconcorrência","766,60","789,22"
90,CIÊNCIA DA COMPUTAÇÃO,Matutino,1.1,"623,54","623,54"
91,CIÊNCIA DA COMPUTAÇÃO,Matutino,1.2,"679,92","714,68"
92,CIÊNCIA DA COMPUTAÇÃO,Matutino,2.1,"708,50","708,50"
93,CIÊNCIA DA COMPUTAÇÃO,Matutino,2.2,"746,82","767,52"
94,CIÊNCIA DA COMPUTAÇÃO,Matutino,3.1,"559,42","559,42"
95,CIÊNCIA DA COMPUTAÇÃO,Matutino,3.2,"713,94","759,66"
96,CIÊNCIA DA COMPUTAÇÃO,Matutino,4.1,"680,32","680,32"
97,CIÊNCIA DA COMPUTAÇÃO,Matutino,4.2,"768,02","800,62"
98,CIÊNCIA DA COMPUTAÇÃO,Matutino,"Amplaconcorrência","774,96","845,00"
99,CIÊNCIAS ATUARIAIS,Matutino,1.2,"616,42","629,10"
100,CIÊNCIAS ATUARIAIS,Matutino,2.2,"652,82","672,00"
101,CIÊNCIAS ATUARIAIS,Matutino,3.2,"618,96","635,72"
102,CIÊNCIAS ATUARIAIS,Matutino,4.2,"691,80","699,72"
103,CIÊNCIAS ATUARIAIS,Matutino,"Amplaconcorrência","690,24","722,84"
104,CIÊNCIAS BIOLÓGICAS,Matutino,1.1,"594,20","594,20"
105,CIÊNCIAS BIOLÓGICAS,Matutino,1.2,"644,34","710,92"
106,CIÊNCIAS BIOLÓGICAS,Matutino,2.1,"563,68","563,68"
107,CIÊNCIAS BIOLÓGICAS,Matutino,2.2,"697,62","744,26"
108,CIÊNCIAS BIOLÓGICAS,Matutino,3.2,"661,90","710,80"
109,CIÊNCIAS BIOLÓGICAS,Matutino,4.1,"703,42","703,42"
110,CIÊNCIAS BIOLÓGICAS,Matutino,4.2,"711,08","736,06"
111,CIÊNCIAS BIOLÓGICAS,Matutino,"Amplaconcorrência","723,66","783,86"
112,CIÊNCIAS BIOLÓGICAS,Noturno,1.1,"553,84","553,84"
113,CIÊNCIAS BIOLÓGICAS,Noturno,1.2,"628,34","697,20"
114,CIÊNCIAS BIOLÓGICAS,Noturno,2.1,"637,92","637,92"
115,CIÊNCIAS BIOLÓGICAS,Noturno,2.2,"679,58","711,62"
116,CIÊNCIAS BIOLÓGICAS,Noturno,3.1,"457,00","457,00"
117,CIÊNCIAS BIOLÓGICAS,Noturno,3.2,"640,70","691,38"
118,CIÊNCIAS BIOLÓGICAS,Noturno,4.1,"528,28","528,28"
119,CIÊNCIAS BIOLÓGICAS,Noturno,4.2,"692,90","717,76"
120,CIÊNCIAS BIOLÓGICAS,Noturno,"Amplaconcorrência","701,84","771,44"
121,CIÊNCIAS CONTÁBEIS,Noturno,1.1,"563,54","563,54"
122,CIÊNCIAS CONTÁBEIS,Noturno,1.2,"649,88","688,04"
123,CIÊNCIAS CONTÁBEIS,Noturno,2.1,"566,74","566,74"
124,CIÊNCIAS CONTÁBEIS,Noturno,2.2,"679,68","725,72"
125,CIÊNCIAS CONTÁBEIS,Noturno,3.1,"519,26","519,26"
126,CIÊNCIAS CONTÁBEIS,Noturno,3.2,"650,22","726,56"
127,CIÊNCIAS CONTÁBEIS,Noturno,4.1,"569,50","569,50"
128,CIÊNCIAS CONTÁBEIS,Noturno,4.2,"702,98","779,42"
129,CIÊNCIAS CONTÁBEIS,Noturno,"Amplaconcorrência","712,86","772,12"
130,CIÊNCIAS DO ESTADO,Vespertino,1.2,"620,92","674,36"
131,CIÊNCIAS DO ESTADO,Vespertino,2.1,"605,94","605,94"
132,CIÊNCIAS DO ESTADO,Vespertino,2.2,"667,52","688,42"
133,CIÊNCIAS DO ESTADO,Vespertino,3.1,"492,64","492,64"
134,CIÊNCIAS DO ESTADO,Vespertino,3.2,"624,20","693,48"
135,CIÊNCIAS DO ESTADO,Vespertino,4.2,"688,76","701,66"
136,CIÊNCIAS DO ESTADO,Vespertino,"Amplaconcorrência","692,48","750,66"
137,CIÊNCIAS ECONÔMICAS,Matutino,1.2,"665,02","699,24"
138,CIÊNCIAS ECONÔMICAS,Matutino,2.1,"470,28","470,28"
139,CIÊNCIAS ECONÔMICAS,Matutino,2.2,"710,64","729,98"
140,CIÊNCIAS ECONÔMICAS,Matutino,3.2,"655,08","716,18"
141,CIÊNCIAS ECONÔMICAS,Matutino,4.1,"595,84","595,84"
142,CIÊNCIAS ECONÔMICAS,Matutino,4.2,"725,18","744,72"
143,CIÊNCIAS ECONÔMICAS,Matutino,"Amplaconcorrência","758,12","818,16"
144,CIÊNCIAS SOCIAIS,Matutino,1.1,"515,58","515,58"
145,CIÊNCIAS SOCIAIS,Matutino,1.2,"635,12","669,06"
146,CIÊNCIAS SOCIAIS,Matutino,2.1,"482,18","482,18"
147,CIÊNCIAS SOCIAIS,Matutino,2.2,"660,76","694,38"
148,CIÊNCIAS SOCIAIS,Matutino,3.2,"637,04","691,24"
149,CIÊNCIAS SOCIAIS,Matutino,4.2,"694,80","737,64"
150,CIÊNCIAS SOCIAIS,Matutino,"Amplaconcorrência","702,80","780,00"
151,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.1,"502,02","502,02"
152,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.2,"606,38","627,50"
153,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.1,"513,86","513,86"
154,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.2,"639,56","717,52"
155,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.1,"502,68","502,68"
156,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.2,"609,78","659,88"
157,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,4.2,"661,82","693,16"
158,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,"Amplaconcorrência","672,40","743,80"
159,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,1.2,"583,52","590,90"
160,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,2.2,"635,00","640,66"
161,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,3.1,"372,62","372,62"
162,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,3.2,"621,54","645,80"
163,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,4.2,"674,28","705,10"
164,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,"Amplaconcorrência","665,46","738,38"
165,CONTROLADORIA E FINANÇAS,Matutino,1.1,"441,06","441,06"
166,CONTROLADORIA E FINANÇAS,Matutino,1.2,"625,32","686,44"
167,CONTROLADORIA E FINANÇAS,Matutino,2.2,"665,12","732,60"
168,CONTROLADORIA E FINANÇAS,Matutino,3.1,"557,82","557,82"
169,CONTROLADORIA E FINANÇAS,Matutino,3.2,"647,38","689,68"
170,CONTROLADORIA E FINANÇAS,Matutino,4.2,"717,08","761,82"
171,CONTROLADORIA E FINANÇAS,Matutino,"Amplaconcorrência","716,56","781,84"
172,DESIGN,Noturno,1.1,"578,92","578,92"
173,DESIGN,Noturno,1.2,"652,94","686,90"
174,DESIGN,Noturno,2.2,"699,26","743,24"
175,DESIGN,Noturno,3.1,"526,10","526,10"
176,DESIGN,Noturno,3.2,"665,56","687,94"
177,DESIGN,Noturno,4.1,"652,50","652,50"
178,DESIGN,Noturno,4.2,"714,86","736,28"
179,DESIGN,Noturno,"Amplaconcorrência","727,52","786,54"
180,DIREITO,Matutino,1.1,"634,78","652,40"
181,DIREITO,Matutino,1.2,"681,90","721,88"
182,DIREITO,Matutino,2.1,"601,80","619,36"
183,DIREITO,Matutino,2.2,"717,86","771,52"
184,DIREITO,Matutino,3.1,"611,84","619,30"
185,DIREITO,Matutino,3.2,"694,18","751,84"
186,DIREITO,Matutino,4.1,"720,04","726,82"
187,DIREITO,Matutino,4.2,"744,82","791,12"
188,DIREITO,Matutino,"Amplaconcorrência","770,80","815,82"
189,DIREITO,Noturno,1.1,"621,48","624,94"
190,DIREITO,Noturno,1.2,"684,26","730,66"
191,DIREITO,Noturno,2.1,"601,72","609,60"
192,DIREITO,Noturno,2.2,"710,28","731,28"
193,DIREITO,Noturno,3.1,"610,24","623,00"
194,DIREITO,Noturno,3.2,"695,50","745,02"
195,DIREITO,Noturno,4.1,"605,90","612,58"
196,DIREITO,Noturno,4.2,"737,52","779,80"
197,DIREITO,Noturno,"Amplaconcorrência","757,20","784,92"
198,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.1,"542,04","542,04"
199,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.2,"621,94","647,16"
200,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.1,"580,78","580,78"
201,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.2,"663,76","684,90"
202,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.1,"451,84","451,84"
203,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.2,"652,62","700,84"
204,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.1,"472,16","472,16"
205,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.2,"688,62","705,40"
206,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,"Amplaconcorrência","690,24","781,66"
207,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.1,"548,32","548,32"
208,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.2,"630,26","637,10"
209,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,2.2,"655,66","675,14"
210,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.1,"548,64","548,64"
211,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.2,"653,04","677,08"
212,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,4.2,"678,42","699,28"
213,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,"Amplaconcorrência","682,38","768,30"
214,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.1,"460,60","460,60"
215,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.2,"602,58","628,22"
216,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.1,"436,00","436,00"
217,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.2,"640,08","662,94"
218,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.1,"499,32","499,32"
219,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.2,"633,60","671,58"
220,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.1,"589,92","589,92"
221,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.2,"649,88","677,42"
222,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,"Amplaconcorrência","661,08","689,90"
223,ENFERMAGEM,Matutino,1.1,"608,68","608,68"
224,ENFERMAGEM,Matutino,1.2,"686,64","718,28"
225,ENFERMAGEM,Matutino,2.1,"616,88","616,88"
226,ENFERMAGEM,Matutino,2.2,"707,40","722,92"
227,ENFERMAGEM,Matutino,3.1,"595,68","595,68"
228,ENFERMAGEM,Matutino,3.2,"684,62","735,64"
229,ENFERMAGEM,Matutino,4.1,"657,20","657,20"
230,ENFERMAGEM,Matutino,4.2,"723,04","740,42"
231,ENFERMAGEM,Matutino,"Amplaconcorrência","727,52","761,14"
232,ENGENHARIA AEROESPACIAL,Matutino,1.1,"596,10","596,10"
233,ENGENHARIA AEROESPACIAL,Matutino,1.2,"699,08","756,56"
234,ENGENHARIA AEROESPACIAL,Matutino,2.1,"548,78","548,78"
235,ENGENHARIA AEROESPACIAL,Matutino,2.2,"760,10","794,84"
236,ENGENHARIA AEROESPACIAL,Matutino,3.1,"552,12","552,12"
237,ENGENHARIA AEROESPACIAL,Matutino,3.2,"717,46","740,66"
238,ENGENHARIA AEROESPACIAL,Matutino,4.2,"768,92","789,00"
239,ENGENHARIA AEROESPACIAL,Matutino,"Amplaconcorrência","780,04","816,26"
240,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.1,"547,44","547,44"
241,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.2,"604,48","637,74"
242,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,2.2,"622,14","630,54"
243,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.1,"479,66","479,66"
244,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.2,"588,04","716,56"
245,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,4.2,"635,60","671,42"
246,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,"Amplaconcorrência","639,94","703,14"
247,ENGENHARIA AMBIENTAL,Matutino,1.2,"649,72","668,98"
248,ENGENHARIA AMBIENTAL,Matutino,2.1,"472,98","472,98"
249,ENGENHARIA AMBIENTAL,Matutino,2.2,"695,40","710,40"
250,ENGENHARIA AMBIENTAL,Matutino,3.1,"476,24","476,24"
251,ENGENHARIA AMBIENTAL,Matutino,3.2,"662,34","696,56"
252,ENGENHARIA AMBIENTAL,Matutino,4.2,"708,56","733,04"
253,ENGENHARIA AMBIENTAL,Matutino,"Amplaconcorrência","709,90","814,30"
254,ENGENHARIA CIVIL,Matutino,1.1,"506,52","577,82"
255,ENGENHARIA CIVIL,Matutino,1.2,"650,96","676,52"
256,ENGENHARIA CIVIL,Matutino,2.1,"517,92","571,54"
257,ENGENHARIA CIVIL,Matutino,2.2,"680,82","714,52"
258,ENGENHARIA CIVIL,Matutino,3.1,"563,30","564,26"
259,ENGENHARIA CIVIL,Matutino,3.2,"660,84","715,88"
260,ENGENHARIA CIVIL,Matutino,4.1,"578,88","620,76"
261,ENGENHARIA CIVIL,Matutino,4.2,"717,34","740,62"
262,ENGENHARIA CIVIL,Matutino,"Amplaconcorrência","728,98","810,60"
263,ENGENHARIA DE ALIMENTOS,Matutino,1.1,"541,38","541,38"
264,ENGENHARIA DE ALIMENTOS,Matutino,1.2,"589,68","641,58"
265,ENGENHARIA DE ALIMENTOS,Matutino,2.2,"620,52","676,32"
266,ENGENHARIA DE ALIMENTOS,Matutino,3.1,"334,68","334,68"
267,ENGENHARIA DE ALIMENTOS,Matutino,3.2,"594,58","631,92"
268,ENGENHARIA DE ALIMENTOS,Matutino,4.2,"638,68","678,08"
269,ENGENHARIA DE ALIMENTOS,Matutino,"Amplaconcorrência","641,14","717,48"
270,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.1,"611,46","611,46"
271,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.2,"655,32","696,88"
272,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.1,"462,16","462,16"
273,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.2,"702,68","762,64"
274,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,3.2,"667,56","693,66"
275,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.1,"697,34","697,34"
276,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.2,"728,66","763,34"
277,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,"Amplaconcorrência","748,82","806,24"
278,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.1,"475,56","475,56"
279,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.2,"661,52","679,44"
280,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.1,"474,90","474,90"
281,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.2,"707,42","733,78"
282,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.1,"541,98","541,98"
283,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.2,"679,44","712,98"
284,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,4.2,"723,84","768,40"
285,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,"Amplaconcorrência","730,98","777,58"
286,ENGENHARIA DE MINAS,Matutino,1.1,"503,78","503,78"
287,ENGENHARIA DE MINAS,Matutino,1.2,"640,90","694,52"
288,ENGENHARIA DE MINAS,Matutino,2.2,"670,48","692,72"
289,ENGENHARIA DE MINAS,Matutino,3.1,"571,94","571,94"
290,ENGENHARIA DE MINAS,Matutino,3.2,"650,08","675,88"
291,ENGENHARIA DE MINAS,Matutino,4.1,"600,06","600,06"
292,ENGENHARIA DE MINAS,Matutino,4.2,"702,14","743,28"
293,ENGENHARIA DE MINAS,Matutino,"Amplaconcorrência","700,70","762,12"
294,ENGENHARIA DE PRODUÇÃO,Matutino,1.2,"643,04","680,88"
295,ENGENHARIA DE PRODUÇÃO,Matutino,2.2,"686,84","745,40"
296,ENGENHARIA DE PRODUÇÃO,Matutino,3.1,"413,30","413,30"
297,ENGENHARIA DE PRODUÇÃO,Matutino,3.2,"657,70","697,78"
298,ENGENHARIA DE PRODUÇÃO,Matutino,4.2,"725,24","773,96"
299,ENGENHARIA DE PRODUÇÃO,Matutino,"Amplaconcorrência","741,20","803,52"
300,ENGENHARIA DE SISTEMAS,Noturno,1.1,"547,00","547,00"
301,ENGENHARIA DE SISTEMAS,Noturno,1.2,"667,60","696,80"
302,ENGENHARIA DE SISTEMAS,Noturno,2.1,"440,90","440,90"
303,ENGENHARIA DE SISTEMAS,Noturno,2.2,"707,98","731,02"
304,ENGENHARIA DE SISTEMAS,Noturno,3.1,"507,94","507,94"
305,ENGENHARIA DE SISTEMAS,Noturno,3.2,"680,98","696,34"
306,ENGENHARIA DE SISTEMAS,Noturno,4.2,"731,88","759,94"
307,ENGENHARIA DE SISTEMAS,Noturno,"Amplaconcorrência","730,48","782,48"
308,ENGENHARIA ELÉTRICA,Matutino,1.1,"497,36","497,36"
309,ENGENHARIA ELÉTRICA,Matutino,1.2,"664,34","689,86"
310,ENGENHARIA ELÉTRICA,Matutino,2.1,"510,82","510,82"
311,ENGENHARIA ELÉTRICA,Matutino,2.2,"718,14","777,76"
312,ENGENHARIA ELÉTRICA,Matutino,3.1,"570,82","570,82"
313,ENGENHARIA ELÉTRICA,Matutino,3.2,"676,54","719,86"
314,ENGENHARIA ELÉTRICA,Matutino,4.1,"653,80","653,80"
315,ENGENHARIA ELÉTRICA,Matutino,4.2,"742,04","771,76"
316,ENGENHARIA ELÉTRICA,Matutino,"Amplaconcorrência","752,52","802,08"
317,ENGENHARIA FLORESTAL,Matutino,1.2,"606,38","646,78"
318,ENGENHARIA FLORESTAL,Matutino,2.2,"618,00","686,36"
319,ENGENHARIA FLORESTAL,Matutino,3.2,"593,62","627,74"
320,ENGENHARIA FLORESTAL,Matutino,4.2,"581,54","634,80"
321,ENGENHARIA FLORESTAL,Matutino,"Amplaconcorrência","634,24","696,58"
322,ENGENHARIA MECÂNICA,Matutino,1.2,"655,10","686,94"
323,ENGENHARIA MECÂNICA,Matutino,2.2,"714,00","756,84"
324,ENGENHARIA MECÂNICA,Matutino,3.1,"441,60","441,60"
325,ENGENHARIA MECÂNICA,Matutino,3.2,"676,88","731,68"
326,ENGENHARIA MECÂNICA,Matutino,4.1,"528,24","528,24"
327,ENGENHARIA MECÂNICA,Matutino,4.2,"736,64","782,94"
328,ENGENHARIA MECÂNICA,Matutino,"Amplaconcorrência","756,80","792,36"
329,ENGENHARIA MECÂNICA,Noturno,1.1,"494,78","494,78"
330,ENGENHARIA MECÂNICA,Noturno,1.2,"652,74","699,26"
331,ENGENHARIA MECÂNICA,Noturno,2.1,"497,00","497,00"
332,ENGENHARIA MECÂNICA,Noturno,2.2,"701,84","780,32"
333,ENGENHARIA MECÂNICA,Noturno,3.1,"521,86","521,86"
334,ENGENHARIA MECÂNICA,Noturno,3.2,"678,94","722,42"
335,ENGENHARIA MECÂNICA,Noturno,4.1,"505,62","505,62"
336,ENGENHARIA MECÂNICA,Noturno,4.2,"719,66","743,96"
337,ENGENHARIA MECÂNICA,Noturno,"Amplaconcorrência","733,08","817,00"
338,ENGENHARIA METALÚRGICA,Matutino,1.2,"625,18","644,54"
339,ENGENHARIA METALÚRGICA,Matutino,2.1,"549,14","549,14"
340,ENGENHARIA METALÚRGICA,Matutino,2.2,"681,60","735,52"
341,ENGENHARIA METALÚRGICA,Matutino,3.2,"629,82","658,84"
342,ENGENHARIA METALÚRGICA,Matutino,4.1,"569,40","569,40"
343,ENGENHARIA METALÚRGICA,Matutino,4.2,"696,26","705,90"
344,ENGENHARIA METALÚRGICA,Matutino,"Amplaconcorrência","703,10","751,96"
345,ENGENHARIA QUÍMICA,Matutino,1.1,"627,78","627,78"
346,ENGENHARIA QUÍMICA,Matutino,1.2,"672,42","713,70"
347,ENGENHARIA QUÍMICA,Matutino,2.1,"522,78","522,78"
348,ENGENHARIA QUÍMICA,Matutino,2.2,"717,28","753,06"
349,ENGENHARIA QUÍMICA,Matutino,3.2,"688,90","758,98"
350,ENGENHARIA QUÍMICA,Matutino,4.1,"722,30","722,30"
351,ENGENHARIA QUÍMICA,Matutino,4.2,"766,08","775,10"
352,ENGENHARIA QUÍMICA,Matutino,"Amplaconcorrência","771,16","815,22"
353,ESTATÍSTICA,Matutino,1.2,"607,76","668,66"
354,ESTATÍSTICA,Matutino,2.2,"679,28","703,38"
355,ESTATÍSTICA,Matutino,3.2,"626,80","705,44"
