,Nome,Turno,Modalidade,Mínimo,Máximo
153,CIÊNCIAS SOCIAIS,Matutino,4.1,"622,14","622,14"
154,CIÊNCIAS SOCIAIS,Matutino,4.2,"705,04","727,66"
155,CIÊNCIAS SOCIAIS,Matutino,"Amplaconcorrência","715,98","802,14"
156,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.1,"515,70","515,70"
157,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.2,"641,04","659,74"
158,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.2,"648,32","660,26"
159,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.1,"586,38","586,38"
160,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.2,"645,92","661,14"
161,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,4.2,"673,18","706,40"
162,CIÊNCIAS SOCIOAMBIENTAIS,Noturno,"Amplaconcorrência","682,08","749,54"
163,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,1.1,"521,82","521,82"
164,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,1.2,"624,98","644,20"
165,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,2.2,"656,42","669,12"
166,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,3.1,"538,94","538,94"
167,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,3.2,"657,88","667,06"
168,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,4.2,"679,74","711,82"
169,"CONSERVAÇÃO E RESTAURAÇÃO DE BENSCULTURAIS MÓVEIS",Matutino,"Amplaconcorrência","689,56","773,08"
170,CONTROLADORIA E FINANÇAS,Matutino,1.2,"662,00","679,26"
171,CONTROLADORIA E FINANÇAS,Matutino,2.1,"512,56","512,56"
172,CONTROLADORIA E FINANÇAS,Matutino,2.2,"684,98","718,36"
173,CONTROLADORIA E FINANÇAS,Matutino,3.2,"672,02","689,90"
174,CONTROLADORIA E FINANÇAS,Matutino,4.2,"723,50","752,10"
175,CONTROLADORIA E FINANÇAS,Matutino,"Amplaconcorrência","730,38","783,38"
176,DESIGN,Noturno,1.1,"552,76","552,76"
177,DESIGN,Noturno,1.2,"668,74","728,36"
178,DESIGN,Noturno,2.1,"622,86","622,86"
179,DESIGN,Noturno,2.2,"703,06","727,96"
180,DESIGN,Noturno,3.1,"576,88","576,88"
181,DESIGN,Noturno,3.2,"680,86","709,34"
182,DESIGN,Noturno,4.1,"611,04","611,04"
183,DESIGN,Noturno,4.2,"720,06","731,94"
184,DESIGN,Noturno,"Amplaconcorrência","727,62","783,52"
185,DIREITO,Matutino,1.1,"673,78","678,00"
186,DIREITO,Matutino,1.2,"704,28","727,58"
187,DIREITO,Matutino,2.1,"667,96","682,02"
188,DIREITO,Matutino,2.2,"725,80","758,94"
189,DIREITO,Matutino,3.1,"635,04","636,56"
190,DIREITO,Matutino,3.2,"711,58","753,96"
191,DIREITO,Matutino,4.1,"681,52","707,82"
192,DIREITO,Matutino,4.2,"747,48","784,90"
193,DIREITO,Matutino,"Amplaconcorrência","772,90","823,12"
194,DIREITO,Noturno,1.1,"618,08","670,38"
195,DIREITO,Noturno,1.2,"697,84","718,08"
196,DIREITO,Noturno,2.1,"625,34","626,72"
197,DIREITO,Noturno,2.2,"714,40","735,06"
198,DIREITO,Noturno,3.1,"627,46","632,18"
199,DIREITO,Noturno,3.2,"706,22","728,14"
200,DIREITO,Noturno,4.1,"658,06","689,00"
201,DIREITO,Noturno,4.2,"736,48","756,68"
202,DIREITO,Noturno,"Amplaconcorrência","762,50","802,10"
203,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.1,"574,44","574,44"
204,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.2,"647,28","663,84"
205,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.1,"526,78","526,78"
206,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.2,"665,66","694,82"
207,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.1,"541,26","541,26"
208,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.2,"664,00","688,28"
209,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.1,"563,74","563,74"
210,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.2,"687,76","707,16"
211,EDUCAÇÃO FÍSICA (Bacharelado),Matutino,"Amplaconcorrência","703,22","748,20"
212,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.1,"539,54","539,54"
213,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.2,"649,76","672,36"
214,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,2.2,"682,42","688,98"
215,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.1,"593,56","593,56"
216,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.2,"683,42","692,16"
217,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,4.2,"693,86","710,30"
218,EDUCAÇÃO FÍSICA (Bacharelado),Noturno,"Amplaconcorrência","697,96","732,48"
219,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.1,"494,36","494,36"
220,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.2,"638,44","654,06"
221,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.1,"525,62","525,62"
222,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.2,"650,08","677,46"
223,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.1,"483,66","483,66"
224,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.2,"650,42","678,44"
225,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.1,"497,74","497,74"
226,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.2,"657,64","671,96"
227,EDUCAÇÃO FÍSICA (Licenciatura),Matutino,"Amplaconcorrência","676,76","751,38"
228,ENFERMAGEM,Matutino,1.1,"616,78","616,78"
229,ENFERMAGEM,Matutino,1.2,"686,14","707,14"
230,ENFERMAGEM,Matutino,2.1,"647,90","647,90"
231,ENFERMAGEM,Matutino,2.2,"709,10","722,64"
232,ENFERMAGEM,Matutino,3.1,"594,10","594,10"
233,ENFERMAGEM,Matutino,3.2,"691,48","739,68"
234,ENFERMAGEM,Matutino,4.1,"600,82","600,82"
235,ENFERMAGEM,Matutino,4.2,"714,86","744,02"
236,ENFERMAGEM,Matutino,"Amplaconcorrência","730,54","778,44"
237,ENGENHARIA AEROESPACIAL,Matutino,1.1,"647,66","647,66"
238,ENGENHARIA AEROESPACIAL,Matutino,1.2,"726,84","741,16"
239,ENGENHARIA AEROESPACIAL,Matutino,2.1,"647,42","647,42"
240,ENGENHARIA AEROESPACIAL,Matutino,2.2,"742,46","759,40"
241,ENGENHARIA AEROESPACIAL,Matutino,3.1,"665,66","665,66"
242,ENGENHARIA AEROESPACIAL,Matutino,3.2,"716,10","770,50"
243,ENGENHARIA AEROESPACIAL,Matutino,4.2,"771,86","788,22"
244,ENGENHARIA AEROESPACIAL,Matutino,"Amplaconcorrência","782,30","834,08"
245,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.1,"482,34","482,34"
246,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.2,"620,62","649,24"
247,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,2.2,"607,96","648,02"
248,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.1,"509,96","509,96"
249,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.2,"621,46","640,80"
250,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,4.2,"624,52","643,40"
251,ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,"Amplaconcorrência","656,40","715,54"
252,ENGENHARIA AMBIENTAL,Matutino,1.1,"594,38","594,38"
253,ENGENHARIA AMBIENTAL,Matutino,1.2,"666,40","680,04"
254,ENGENHARIA AMBIENTAL,Matutino,2.1,"478,14","478,14"
255,ENGENHARIA AMBIENTAL,Matutino,2.2,"687,58","698,96"
256,ENGENHARIA AMBIENTAL,Matutino,3.1,"573,78","573,78"
257,ENGENHARIA AMBIENTAL,Matutino,3.2,"681,36","744,84"
258,ENGENHARIA AMBIENTAL,Matutino,4.2,"721,80","731,12"
259,ENGENHARIA AMBIENTAL,Matutino,"Amplaconcorrência","729,42","765,62"
260,ENGENHARIA CIVIL,Matutino,1.1,"596,14","601,98"
261,ENGENHARIA CIVIL,Matutino,1.2,"686,24","735,16"
262,ENGENHARIA CIVIL,Matutino,2.1,"567,72","626,94"
263,ENGENHARIA CIVIL,Matutino,2.2,"703,72","730,98"
264,ENGENHARIA CIVIL,Matutino,3.1,"594,12","612,10"
265,ENGENHARIA CIVIL,Matutino,3.2,"689,76","732,42"
266,ENGENHARIA CIVIL,Matutino,4.1,"600,28","680,36"
267,ENGENHARIA CIVIL,Matutino,4.2,"726,86","758,60"
268,ENGENHARIA CIVIL,Matutino,"Amplaconcorrência","747,64","791,62"
269,ENGENHARIA DE ALIMENTOS,Matutino,1.2,"615,50","651,34"
270,ENGENHARIA DE ALIMENTOS,Matutino,2.2,"642,76","659,80"
271,ENGENHARIA DE ALIMENTOS,Matutino,3.1,"479,62","479,62"
272,ENGENHARIA DE ALIMENTOS,Matutino,3.2,"617,68","642,54"
273,ENGENHARIA DE ALIMENTOS,Matutino,4.2,"654,74","680,34"
274,ENGENHARIA DE ALIMENTOS,Matutino,"Amplaconcorrência","689,74","744,44"
275,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.1,"425,76","425,76"
276,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.2,"686,48","714,60"
277,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.1,"541,64","541,64"
278,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.2,"711,70","731,26"
279,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,3.1,"655,24","655,24"
280,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,3.2,"704,70","737,28"
281,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.1,"732,48","732,48"
282,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.2,"744,94","762,06"
283,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,"Amplaconcorrência","752,96","813,16"
284,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.1,"572,14","572,14"
285,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.2,"688,42","712,62"
286,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.1,"595,70","595,70"
287,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.2,"715,68","738,46"
288,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.1,"621,96","621,96"
289,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.2,"707,68","737,38"
290,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,4.2,"737,44","786,48"
291,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,"Amplaconcorrência","742,08","759,92"
292,ENGENHARIA DE MINAS,Matutino,1.1,"591,22","591,22"
293,ENGENHARIA DE MINAS,Matutino,1.2,"665,56","686,96"
294,ENGENHARIA DE MINAS,Matutino,2.1,"552,14","552,14"
295,ENGENHARIA DE MINAS,Matutino,2.2,"680,04","693,78"
296,ENGENHARIA DE MINAS,Matutino,3.2,"676,08","695,52"
297,ENGENHARIA DE MINAS,Matutino,4.1,"583,06","583,06"
298,ENGENHARIA DE MINAS,Matutino,4.2,"707,70","728,68"
299,ENGENHARIA DE MINAS,Matutino,"Amplaconcorrência","716,90","760,38"
300,ENGENHARIA DE PRODUÇÃO,Matutino,1.1,"621,88","621,88"
301,ENGENHARIA DE PRODUÇÃO,Matutino,1.2,"669,98","690,26"
302,ENGENHARIA DE PRODUÇÃO,Matutino,2.1,"529,46","529,46"
303,ENGENHARIA DE PRODUÇÃO,Matutino,2.2,"707,74","730,70"
304,ENGENHARIA DE PRODUÇÃO,Matutino,3.1,"505,00","505,00"
305,ENGENHARIA DE PRODUÇÃO,Matutino,3.2,"677,80","736,38"
306,ENGENHARIA DE PRODUÇÃO,Matutino,4.1,"548,30","548,30"
307,ENGENHARIA DE PRODUÇÃO,Matutino,4.2,"738,92","768,10"
308,ENGENHARIA DE PRODUÇÃO,Matutino,"Amplaconcorrência","754,40","807,76"
309,ENGENHARIA DE SISTEMAS,Noturno,1.1,"569,26","569,26"
310,ENGENHARIA DE SISTEMAS,Noturno,1.2,"685,60","698,26"
311,ENGENHARIA DE SISTEMAS,Noturno,2.1,"541,86","541,86"
312,ENGENHARIA DE SISTEMAS,Noturno,2.2,"703,60","723,26"
313,ENGENHARIA DE SISTEMAS,Noturno,3.1,"537,06","537,06"
314,ENGENHARIA DE SISTEMAS,Noturno,3.2,"695,92","721,82"
315,ENGENHARIA DE SISTEMAS,Noturno,4.2,"727,12","755,00"
316,ENGENHARIA DE SISTEMAS,Noturno,"Amplaconcorrência","734,24","786,82"
317,ENGENHARIA ELÉTRICA,Matutino,1.1,"457,56","457,56"
318,ENGENHARIA ELÉTRICA,Matutino,1.2,"691,86","732,26"
319,ENGENHARIA ELÉTRICA,Matutino,2.1,"566,26","566,26"
320,ENGENHARIA ELÉTRICA,Matutino,2.2,"723,48","746,82"
321,ENGENHARIA ELÉTRICA,Matutino,3.1,"506,82","506,82"
322,ENGENHARIA ELÉTRICA,Matutino,3.2,"702,84","764,06"
323,ENGENHARIA ELÉTRICA,Matutino,4.1,"660,30","660,30"
324,ENGENHARIA ELÉTRICA,Matutino,4.2,"756,54","776,36"
325,ENGENHARIA ELÉTRICA,Matutino,"Amplaconcorrência","758,36","826,18"
326,ENGENHARIA FLORESTAL,Matutino,1.1,"495,18","495,18"
327,ENGENHARIA FLORESTAL,Matutino,1.2,"624,88","667,12"
328,ENGENHARIA FLORESTAL,Matutino,2.2,"625,88","640,20"
329,ENGENHARIA FLORESTAL,Matutino,3.2,"618,62","642,58"
330,ENGENHARIA FLORESTAL,Matutino,4.2,"642,84","686,40"
331,ENGENHARIA FLORESTAL,Matutino,"Amplaconcorrência","651,72","703,90"
332,ENGENHARIA MECÂNICA,Matutino,1.1,"534,66","534,66"
333,ENGENHARIA MECÂNICA,Matutino,1.2,"684,32","715,52"
334,ENGENHARIA MECÂNICA,Matutino,2.1,"573,42","573,42"
335,ENGENHARIA MECÂNICA,Matutino,2.2,"721,28","740,30"
336,ENGENHARIA MECÂNICA,Matutino,3.1,"522,24","522,24"
337,ENGENHARIA MECÂNICA,Matutino,3.2,"702,72","739,46"
338,ENGENHARIA MECÂNICA,Matutino,4.1,"590,80","590,80"
339,ENGENHARIA MECÂNICA,Matutino,4.2,"739,26","773,80"
340,ENGENHARIA MECÂNICA,Matutino,"Amplaconcorrência","767,90","804,22"
341,ENGENHARIA MECÂNICA,Noturno,1.1,"616,46","616,46"
342,ENGENHARIA MECÂNICA,Noturno,1.2,"689,88","710,54"
343,ENGENHARIA MECÂNICA,Noturno,2.1,"600,42","600,42"
344,ENGENHARIA MECÂNICA,Noturno,2.2,"707,66","730,16"
345,ENGENHARIA MECÂNICA,Noturno,3.1,"617,66","617,66"
346,ENGENHARIA MECÂNICA,Noturno,3.2,"709,26","739,94"
347,ENGENHARIA MECÂNICA,Noturno,4.1,"667,92","667,92"
348,ENGENHARIA MECÂNICA,Noturno,4.2,"734,26","752,50"
349,ENGENHARIA MECÂNICA,Noturno,"Amplaconcorrência","751,60","777,88"
350,ENGENHARIA METALÚRGICA,Matutino,1.2,"668,78","675,14"
351,ENGENHARIA METALÚRGICA,Matutino,2.1,"514,10","514,10"
352,ENGENHARIA METALÚRGICA,Matutino,2.2,"687,22","733,32"
353,ENGENHARIA METALÚRGICA,Matutino,3.2,"669,78","764,36"
354,ENGENHARIA METALÚRGICA,Matutino,4.1,"544,10","544,10"
